product,total_qty,revenue
Dax Clear Box Frame,14,96.03
"Dixon My First Ticonderoga Pencil, #2",19,95.94
Xerox 1957,17,95.90400000000004
Xerox 210,18,95.90400000000002
Xerox 224,17,95.90400000000002
Avery 51,16,95.75999999999999
Avery White Multi-Purpose Labels,20,95.61600000000001
Acme Elite Stainless Steel Scissors,12,95.076
Newell 31,24,94.99000000000001
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",14,94.92800000000001
DIXON Ticonderoga Erasable Checking Pencils,20,94.86000000000001
Xerox 1923,16,94.856
Storex DuraTech Recycled Plastic Frosted Binders,39,94.12800000000001
Acrylic Self-Standing Desk Frames,37,93.98400000000001
Avery 513,22,93.62400000000002
Eldon Expressions Mahogany Wood Desk Collection,15,93.6
"Tensor ""Hersey Kiss"" Styled Floor Lamp",8,93.528
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",4,93.248
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",35,93.22
Newell 35,30,93.152
Presstex Flexible Ring Binders,30,92.82000000000001
Xerox 196,18,92.48000000000002
Xerox 1987,16,92.48
OIC Bulk Pack Metal Binder Clips,30,92.136
Avery Binding System Hidden Tab Executive Style Index Sets,26,91.743
Acco Translucent Poly Ring Binders,31,91.72799999999998
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,18,91.68599999999999
Akro Stacking Bins,13,91.524
Penpower WorldCard Pro Card Scanner,1,91.475
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",28,91.44
Avery 481,30,91.168
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",3,90.882
Acme Preferred Stainless Steel Scissors,16,90.88
Fluorescent Highlighters by Dixon,26,90.744
Avery 48,15,90.72
Avery Durable Slant Ring Binders With Label Holder,36,90.70599999999999
Prang Colored Pencils,32,90.55199999999999
Xerox 1920,15,89.7
Xerox 1956,16,89.7
"Avery Durable Slant Ring Binders, No Labels",36,89.55
Xerox 1967,15,89.42400000000002
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",19,89.40800000000002
Avery 480,24,89.25
Acme Design Stainless Steel Bent Scissors,13,88.92
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",20,88.896
Avery 478,18,88.38000000000001
Manco Dry-Lighter Erasable Highlighter,30,88.16
"TOPS Money Receipt Book, Consecutively Numbered in Red,",11,88.11
AmazonBasics 3-Button USB Wired Mouse,14,88.074
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",29,87.75
Advantus Map Pennant Flags and Round Head Tacks,25,87.69000000000001
Cardinal Holdit Business Card Pockets,25,87.648
Advantus Panel Wall Acrylic Frame,20,87.52000000000001
Avery 508,19,87.398
Avery Durable Binders,50,87.26399999999998
HP Office Paper (20Lb. and 87 Bright),14,86.84
Newell 333,33,86.736
BIC Brite Liner Highlighters,23,86.11200000000001
Xerox 1992,15,86.112
Boston 16701 Slimline Battery Pencil Sharpener,6,86.076
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",21,85.995
Prestige Round Ring Binders,21,85.72800000000001
Xerox 229,15,85.53600000000002
Xerox 1986,13,85.50399999999999
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",10,85.25500000000001
Xerox 1932,3,85.056
Avery 487,25,84.86999999999999
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",6,84.84
Magna Visual Magnetic Picture Hangers,19,84.83200000000001
Xerox 1954,18,84.48000000000002
Avery 512,32,84.388
Xerox 200,15,84.24000000000001
Xerox 2000,14,84.24000000000001
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",8,83.95200000000001
Belkin iPhone and iPad Lightning Cable,7,83.944
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",22,83.90400000000001
Southworth Parchment Paper & Envelopes,15,83.712
Avery 483,19,83.664
"Master Giant Foot Doorstop, Safety Yellow",12,83.49
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",14,83.44000000000001
Newell Chalk Holder,21,83.426
3M Organizer Strips,26,83.16000000000001
Avery Durable Poly Binders,33,82.95
OIC Stacking Trays,30,82.832
Newell 351,26,82.656
Things To Do Today Spiral Book,13,82.36800000000001
Xerox 1902,4,82.224
Zipper Ring Binder Pockets,44,81.744
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",29,81.652
Acme Stainless Steel Office Snips,13,81.424
Newell 320,23,81.32000000000002
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,16,81.008
"Adams Telephone Message Books, 5 1/4” x 11”",15,80.936
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",8,80.78
"Quartet Omega Colored Chalk, 12/Pack",15,80.592
Tuff Stuff Recycled Round Ring Binders,23,80.494
Xerox 221,14,80.35200000000002
Newell 317,32,79.96799999999999
Eldon File Chest Portable File,5,79.4
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,13,79.23
Xerox 1946,13,79.05600000000001
Xerox 1966,14,79.05600000000001
Xerox 231,14,79.05600000000001
Avery 474,30,78.33600000000001
Sterilite Show Offs Storage Containers,16,78.144
Avery Poly Binder Pockets,34,78.044
Fashion Color Clasp Envelopes,15,77.904
Bulldog Table or Wall-Mount Pencil Sharpener,13,77.87
Xerox 193,13,77.74000000000001
Plymouth Boxed Rubber Bands by Plymouth,18,77.244
Xerox 1963,17,77.088
"Memo Book, 100 Message Capacity, 5 3/8” x 11”",12,76.836
Acme Value Line Scissors,22,76.64999999999999
Xerox 1994,13,76.46400000000001
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",8,76.092
Newell 328,13,75.91999999999999
Xerox 198,16,75.69600000000001
Rogers Handheld Barrel Pencil Sharpener,30,75.624
Fiskars Spring-Action Scissors,6,75.492
"SmartStand Mobile Device Holder, Assorted Colors",13,75.492
"Eldon 200 Class Desk Accessories, Black",12,75.36
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",14,75.34800000000001
Newell 331,17,75.306
Xerox 22,13,75.168
KeyTronic KT800P2 - Keyboard - Black,6,75.1
Tops Wirebound Message Log Books,25,73.69600000000001
"Sanford Colorific Colored Pencils, 12/Box",26,73.15199999999999
XtraLife ClearVue Slant-D Ring Binders by Cardinal,22,72.912
"Adams ""While You Were Out"" Message Pads",24,72.84800000000001
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",20,72.806
Southworth Structures Collection,10,72.8
Stacking Trays by OIC,19,72.708
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",12,72.25200000000001
Ibico Presentation Index for Binding Systems,27,72.03800000000001
"Vtech AT&T CL2940 Corded Speakerphone, Black",3,71.976
GBC Instant Index System for Binding Systems,19,71.92800000000001
#6 3/4 Gummed Flap White Envelopes,9,71.28
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,20,71.25
Xerox 1981,14,70.75200000000001
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",17,70.19200000000001
Xerox 1975,12,69.98400000000001
Recycled Pressboard Report Cover with Reinforced Top Hinge,34,69.768
Stockwell Push Pins,34,69.76
Xerox 1899,14,69.36000000000001
Woodgrain Magazine Files by Perma,24,69.136
GBC Plasticlear Binding Covers,23,68.88000000000001
Avery 52,19,68.634
Newell 336,18,68.48000000000002
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",5,68.28
Avoid Verbal Orders Carbonless Minifold Book,21,68.276
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,12,68.17200000000001
Poly String Tie Envelopes,35,68.136
Barrel Sharpener,19,67.82999999999998
Xerox 1897,16,67.72800000000001
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17,67.25
Acco Hot Clips Clips to Go,23,67.116
Newell 332,24,67.032
Avery 49,24,66.816
Wilson Jones data.warehouse D-Ring Binders with DublLock,12,66.66300000000001
Insertable Tab Post Binder Dividers,25,66.566
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",7,66.56
Avery 501,22,66.42
GBC ProClick Spines for 32-Hole Punch,12,66.40899999999999
Avery 506,17,66.08000000000001
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",19,66.02999999999999
Newell 321,22,65.6
Newell 348,24,65.6
Pastel Pink Envelopes,9,65.52
Avery Fluorescent Highlighter Four-Color Set,24,65.46399999999998
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,17,65.34
Stackable Trays,23,65.296
Newell 343,24,65.268
ACCOHIDE Binder by Acco,21,65.254
Xerox 1927,18,65.05600000000001
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8,64.972
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11,64.06400000000001
Advantus T-Pin Paper Clips,16,64.042
Ultra Commercial Grade Dual Valve Door Closer,2,63.824000000000005
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",37,63.62700000000002
Shocksock Galaxy S4 Armband,7,63.50999999999999
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",23,62.946
Peel & Seel Envelopes,18,62.856
G.E. Halogen Desk Lamp Bulbs,11,62.820000000000014
Avery 515,5,62.64999999999999
"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",9,62.608000000000004
Newell 350,20,62.31999999999999
Park Ridge Embossed Executive Business Envelopes,4,62.28
Wilson Jones Four-Pocket Poly Binders,17,62.129999999999995
Hoover Portapower Portable Vacuum,18,61.824000000000005
Newell 318,23,61.716
Anker 24W Portable Micro USB Car Charger,8,61.544
Newell 311,30,61.437999999999995
Xerox 206,11,60.912000000000006
Xerox 1924,12,60.11200000000001
Spiral Phone Message Books with Labels by Adams,15,60.03200000000001
NETGEAR RangeMax WNR1000 Wireless Router,3,59.976
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",24,59.81700000000001
Newell 330,11,59.800000000000004
"Crayola Anti Dust Chalk, 12/Pack",35,59.696000000000005
"Master Caster Door Stop, Large Brown",10,59.696
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",3,59.489999999999995
"Executive Impressions 16-1/2"" Circular Wall Clock",4,58.784
Ideal Clamps,33,58.69199999999999
Convenience Packs of Business Envelopes,18,58.644000000000005
Avery 500,8,58.48
Rubber Band Ball,16,58.344
Xerox 223,9,58.32000000000001
Xerox 1974,10,57.408
Binder Posts,16,57.400000000000006
Xerox 199,16,57.352000000000004
Avery 511,20,56.672
Avery 494,23,56.376000000000005
Xerox 1965,10,56.21200000000001
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",8,56.164
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",3,56.099999999999994
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",18,56.09
Avery 493,13,55.974000000000004
Xerox 1921,7,55.94400000000001
GBC Standard Plastic Binding Systems Combs,13,55.754999999999995
Advantus Push Pins,27,54.936
Array Memo Cubes,11,54.908
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",15,54.6
Imation Swivel Flash Drive USB flash drive - 8 GB,5,54.57599999999999
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",9,54.474000000000004
Xerox 208,9,54.432
Ampad #10 Peel & Seel Holiday Envelopes,12,53.760000000000005
Staple-on labels,21,53.754000000000005
Avery 492,20,53.568
"Eldon Imàge Series Desk Accessories, Clear",17,53.46000000000001
GBC VeloBinder Strips,20,52.992000000000004
EcoTones Memo Sheets,15,52.8
Anderson Hickey Conga Table Tops & Accessories,5,51.782000000000004
Colorific Watercolor Pencils,11,51.60000000000001
Avery Durable Slant Ring Binders,19,51.48000000000001
Wilson Jones Easy Flow II Sheet Lifters,49,51.48
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",6,51.36
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,20,51.184000000000005
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",15,51.120000000000005
Avery 488,17,51.03
Colored Envelopes,16,50.922000000000004
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",18,50.768
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",17,50.57000000000001
Avery 496,14,50.25
Wausau Papers Astrobrights Colored Envelopes,9,50.232
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",13,50.138000000000005
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",7,49.98
Xerox 1896,5,49.95
Xerox 1950,9,49.708000000000006
"TOPS Voice Message Log Book, Flash Format",12,49.504
Xerox 218,8,49.248000000000005
Blackstonian Pencils,19,49.128
American Pencil,21,48.93
Eldon Image Series Black Desk Accessories,12,48.85199999999999
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,16,48.048
Revere Boxed Rubber Bands by Revere,29,48.006
Newell 33,10,47.98800000000001
Avery 514,17,47.80799999999999
"Master Caster Door Stop, Gray",10,47.752
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",5,47.544
Newell 32,17,47.232
"Sanford Colorific Scented Colored Pencils, 12/Pack",11,47.080000000000005
Xerox 1953,12,47.08
Newell 316,11,46.944
Xerox 1998,9,46.65600000000001
Avery 520,15,46.620000000000005
"Stacking Tray, Side-Loading, Legal, Smoke",16,46.592000000000006
Xerox 1972,10,46.464000000000006
Advantus SlideClip Paper Clips,15,46.376000000000005
Decoflex Hanging Personal Folder File,3,46.26
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",15,45.92
Newell 344,18,45.59199999999999
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",16,45.507999999999996
Avery 491,12,45.43000000000001
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",20,45.39600000000001
Xerox 215,7,45.36
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",22,45.14999999999999
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",7,45.144000000000005
Document Clip Frames,6,45.036
DIXON Oriole Pencils,19,44.89200000000001
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,18,44.37
Avery 517,13,44.28
Acme Kleen Earth Office Shears,12,44.232
Kingston Digital DataTraveler 8GB USB 2.0,9,44.03000000000001
Accohide Poly Flexible Ring Binders,34,43.758
Boston 16750 Black Compact Battery Pencil Sharpener,5,43.75
Disposable Triple-Filter Dust Bags,10,43.7
Acme Rosewood Handle Letter Opener,12,43.67
Nontoxic Chalk,27,42.944
Newell 349,14,42.64
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,14,42.419999999999995
3-ring staple pack,26,42.112
Acco Hanging Data Binders,17,41.91
Texas Instrument TI-15 Fraction Calculator,8,41.90500000000001
Acco Side-Punched Conventional Columnar Pads,15,41.64
Wilson Jones Custom Binder Spines & Labels,22,41.34400000000001
"#10 Gummed Flap White Envelopes, 100/Box",11,41.3
"Acco Banker's Clasps, 5 3/4""-Long",15,40.896
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",8,40.896
Cardinal Poly Pocket Divider Pockets for Ring Binders,15,40.32000000000001
Xerox 207,7,40.176
Newell 327,18,39.78
"Eldon Regeneration Recycled Desk Accessories, Black",9,39.688
Angle-D Ring Binders,14,39.384
Prang Dustless Chalk Sticks,24,38.976000000000006
Acco Expandable Hanging Binders,11,38.918000000000006
Newell 310,25,38.720000000000006
Acco Suede Grain Vinyl Round Ring Binder,29,38.641999999999996
Cardinal Hold-It CD Pocket,12,38.303999999999995
Acco 6 Outlet Guardian Basic Surge Suppressor,7,38.272
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9,38.136
Peel & Stick Add-On Corner Pockets,30,38.016000000000005
Southworth 25% Cotton Granite Paper & Envelopes,7,37.932
Col-Erase Pencils with Erasers,7,37.696000000000005
Dixon Ticonderoga Pencils,13,37.548
Turquoise Lead Holder with Pocket Clip,6,37.52
Eldon Pizzaz Desk Accessories,19,37.464000000000006
Durable Pressboard Binders,11,37.24
Faber Castell Col-Erase Pencils,8,37.164
Xerox 1990,8,36.96
Avery Round Ring Poly Binders,17,36.919999999999995
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,3,36.744
Letter or Legal Size Expandable Poly String Tie Envelopes,16,36.708
Newell 326,23,36.608
Eldon 100 Class Desk Accessories,18,36.396
Xerox 1976,7,36.28800000000001
Contemporary Borderless Frame,6,36.162
Binder Clips by OIC,27,36.111999999999995
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",5,35.948
Regeneration Desk Collection,21,35.904
Wilson Jones DublLock D-Ring Binders,6,35.775
Plastic Stacking Crates & Casters,8,35.712
Acme Kleencut Forged Steel Scissors,7,35.588
Avery 498,13,35.258
Xerox 1926,7,34.86
Economy #2 Pencils,13,34.58
Newell 335,12,34.56
Assorted Color Push Pins,21,34.39
Xerox 1980,8,34.24
"Eldon Regeneration Recycled Desk Accessories, Smoke",21,33.756
"Super Bands, 12/Pack",20,33.480000000000004
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",9,33.108000000000004
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),7,32.868
Wilson Jones Hanging Recycled Pressboard Data Binders,4,32.648
Xerox 1958,5,32.400000000000006
Avery 509,13,32.364000000000004
Avery Hidden Tab Dividers for Binding Systems,24,31.588
Newell 346,11,31.104
"OIC #2 Pencils, Medium Soft",17,30.831999999999997
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",14,30.8
Newell 322,18,30.576
Hammermill Color Copier Paper (28Lb. and 96 Bright),3,29.97
Economy Binders,19,29.952
Round Ring Binders,28,29.952
Plantronics Single Ear Headset,5,29.925
Xerox 1983,5,29.900000000000002
Xerox 190,6,29.880000000000003
Jiffy Padded Mailers with Self-Seal Closure,2,29.808
"Eldon 300 Class Desk Accessories, Black",6,29.7
"Alliance Big Bands Rubber Bands, 12/Pack",15,29.699999999999996
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",14,29.4
Pencil and Crayon Sharpener,16,29.346
Rediform Voice Mail Log Books,11,29.204
UniKeep View Case Binders,13,28.851
Avery Reinforcements for Hole-Punch Pages,41,28.512
Newell 313,10,28.208000000000002
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",14,27.468000000000004
Sony 8GB Class 10 Micro SDHC R40 Memory Card,3,27.192
SanDisk Cruzer 8 GB USB Flash Drive,4,27.168000000000003
Newell 339,10,26.688
Self-Adhesive Address Labels for Typewriters with Dispenser Box,9,26.568
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",9,26.08
Avery Binder Labels,8,26.063000000000002
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",12,25.991999999999997
SanDisk Cruzer 4 GB USB Flash Drive,5,25.96
Xerox 1985,5,25.920000000000005
Newell 340,9,25.92
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25,25.830000000000002
Bagged Rubber Bands,21,25.704000000000004
"""While you Were Out"" Message Book, One Form per Page",8,25.227999999999998
Colored Push Pins,15,24.977999999999998
Translucent Push Pins by OIC,15,24.552
BIC Brite Liner Grip Highlighters,17,24.272000000000002
Newell 329,8,24.272
Avery 507,10,24.192
Avery 497,8,24.024
Serrated Blade or Curved Handle Hand Letter Openers,9,23.864000000000004
Newell 338,8,23.52
"Dixon Ticonderoga Maple Cedar Pencil, #2",8,23.332
Self-Adhesive Ring Binder Labels,11,22.880000000000003
Sanford Pocket Accent Highlighters,14,22.4
Avery 510,7,21.75
Newell 323,14,21.168
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",5,20.65
Avery Hi-Liter Fluorescent Desk Style Markers,6,20.279999999999998
Rediform S.O.S. Phone Message Books,4,19.92
Sterling Rubber Bands by Alliance,5,19.782
Nu-Dell EZ-Mount Plastic Wall Frames,8,19.700000000000003
Acco Glide Clips,5,19.6
Newell 307,12,19.292
Maxell 4.7GB DVD-R 5/Pack,21,19.008
Unpadded Memo Slips,5,18.308
Loose Memo Sheets,5,18.25
12 Colored Short Pencils,8,18.200000000000003
Hoover Commercial Lightweight Upright Vacuum,8,18.096
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",3,17.94
Avery 502,7,17.64
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",8,17.64
Insertable Tab Indexes For Data Binders,13,17.490000000000002
Xerox 1901,4,16.896
Avery 479,7,16.704
Wilson Jones Suede Grain Vinyl Binders,8,16.402
"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",5,16.176000000000002
Maxell CD-R Discs,9,15.760000000000002
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",13,15.623999999999999
"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",3,15.552000000000003
"Quartet Alpha White Chalk, 12/Pack",8,15.469999999999999
Wirebound Voice Message Log Book,4,15.232
Boston 1900 Electric Pencil Sharpener,1,14.98
Color-Coded Legal Exhibit Labels,3,14.73
SANFORD Liquid Accent Tank-Style Highlighters,5,14.2
Acme Serrated Blade Letter Opener,5,13.992
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,8,13.86
Design Ebony Sketching Pencil,11,13.621999999999998
Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,2,13.616
Alliance Rubber Bands,8,13.440000000000001
"Brites Rubber Bands, 1 1/2 oz. Box",7,13.068
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",5,13.0
OIC Thumb-Tacks,13,12.995999999999999
Xerox 1984,2,12.96
Xerox 1922,3,11.952000000000002
Maxell 4.7GB DVD+R 5/Pack,13,11.682000000000002
Avery 482,4,11.56
Xerox 1969,2,11.56
Acco Economy Flexible Poly Round Ring Binder,6,11.484
Computer Printout Index Tabs,15,11.088
Storex Flexible Poly Binders with Double Pockets,9,10.824000000000002
Newell 337,4,10.496
Letter Slitter,4,10.08
Newell 342,3,9.84
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,6,9.768
PNY Rapid USB Car Charger - Black,2,9.588
Kleencut Forged Office Shears by Acme United Corporation,5,9.568000000000001
Avery 484,4,9.216
Newell 308,5,8.4
Stockwell Gold Paper Clips,5,8.096
4009 Highlighters,6,8.040000000000001
Xerox 1989,2,7.968000000000001
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",4,7.8
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,2,7.7
Grip Seal Envelopes,2,7.072
Xerox 20,1,6.48
Avery 5,2,5.76
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,2,1.6239999999999994
